regiao,uf,municipio,co_ibge,cnes,comp,nome_estabelecimento,razao_social,tipo_gestao,ds_tipo_unidade,desc_natureza_juridica,leitos_existentes,leitos_sus,populacao,id_estabelecimento,existentes_nao_sus,percentual_sus
CENTRO-OESTE,MT,RONDONOPOLIS,510760,2604434,202603,HOSPITAL REG IRMA ELZA GIOVANELLA,SECRETARIA DE ESTADO DE SAUDE DE MATO GROSSO,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,121,111,263708.0,2604434,10,91.73553719008265
CENTRO-OESTE,MT,RONDONOPOLIS,510760,2701626,202603,MATER CLIN,MATERCLIN CLINICA MATERNIDADE E PRONTO SOCORRO LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,30,19,263708.0,2701626,11,63.33333333333333
CENTRO-OESTE,MT,RONDONOPOLIS,510760,3028925,202603,HOSP DE REF SAUDE DA FAMILIA DR ANTONIO DOS S MUNIZ,PREFEITURA MUNICIPAL DE RONDONOPOLIS,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,86,73,263708.0,3028925,13,84.88372093023256
CENTRO-OESTE,MT,RONDONOPOLIS,510760,8098948,202603,VIVENTI HOSPITAL,VIVENTI HOSPITAL RONDONOPOLIS LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,30,19,263708.0,8098948,11,63.33333333333333
CENTRO-OESTE,MT,RONDONOPOLIS,510760,9867635,202603,HOSPITAL DR MARIO PERRONE,UNIMED RONDONOPOLIS COOPERATIVA DE TRAB MEDICO LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,103,0,263708.0,9867635,103,0.0
CENTRO-OESTE,MT,ROSARIO OESTE,510770,2655780,202603,HOSPITAL MUNICIPAL DE ROSARIO OESTE,PREFEITURA MUNICIPAL DE ROSARIO OESTE,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,85,85,15041.0,2655780,0,100.0
CENTRO-OESTE,MT,SALTO DO CEU,510775,2394189,202603,HOSPITAL MUNICIPAL DE SALTO DO CEU,PREFEITURA MUNICIPAL DE SALTO DO CEU,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,14,14,3657.0,2394189,0,100.0
CENTRO-OESTE,MT,SANTA TEREZINHA,510777,2311607,202603,HOSPITAL MUNICIPAL DE SANTA TEREZINHA,PREFEITURA MUNICIPAL DE SANTA TEREZINHA,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,13,13,7737.0,2311607,0,100.0
CENTRO-OESTE,MT,SANTO ANTONIO DO LEVERGER,510780,2391171,202603,HOSPITAL MUNICIPAL DE SANTO ANTONIO DO LEVERGER,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO LEVERGER,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,16,16,16839.0,2391171,0,100.0
CENTRO-OESTE,MT,SAO FELIX DO ARAGUAIA,510785,2604426,202603,HOSPITAL MUNICIPAL PREFEITO JOAO ABREU LUZ,CONSORCIO INTERMUNICIPAL DE SAUDE DO ARAGUAIA,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,32,32,14604.0,2604426,0,100.0
CENTRO-OESTE,MT,SAO JOSE DO RIO CLARO,510730,3142663,202603,HOSPITAL MUNICIPAL DE SAO JOSE DO RIO CLARO,MUNICIPIO DE SAO JOSE DO RIO CLARO,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,22,22,14455.0,3142663,0,100.0
CENTRO-OESTE,MT,SAO JOSE DOS QUATRO MARCOS,510710,2394316,202603,HOSPITAL 4 MARCOS,SOCIEDADE HOSPITALAR QUATRO MARCOS LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,52,0,17721.0,2394316,52,0.0
CENTRO-OESTE,MT,SAPEZAL,510787,9659366,202603,HOSPITAL SANTA MARCELINA DE SAPEZAL,CASA DE SAUDE SANTA MARCELINA,Municipal,HOSPITAL GERAL,HOSPITAL_FILANTRÓPICO,53,34,32514.0,9659366,19,64.15094339622641
CENTRO-OESTE,MT,SINOP,510790,0218669,202603,LEITOS DE RETAGUARDA,PREFEITURA MUNICIPAL DE SINOP,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,40,40,223780.0,0218669,0,100.0
CENTRO-OESTE,MT,SINOP,510790,0405159,202603,HOSPITAL DA VISAO DE SINOP,INSTITUTO HELEN KELLER,Municipal,HOSPITAL GERAL,HOSPITAL_FILANTRÓPICO,6,3,223780.0,0405159,3,50.0
CENTRO-OESTE,MT,SINOP,510790,2534231,202603,HOSPITAL E MATERNIDADE JACARANDAS,MATERNIDADE JACARANDAS LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,39,32,223780.0,2534231,7,82.05128205128204
CENTRO-OESTE,MT,SINOP,510790,2795604,202603,HOSPITAL E MATERNIDADE DOIS PINHEIROS,HOSPITAL E MATERNIDADE DOIS PINHEIROS LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,47,0,223780.0,2795604,47,0.0
CENTRO-OESTE,MT,SINOP,510790,2795671,202603,HOSPITAL SANTO ANTONIO,FUNDACAO DE SAUDE COMUNITARIA DE SINOP,Estadual,HOSPITAL GERAL,HOSPITAL_FILANTRÓPICO,163,93,223780.0,2795671,70,57.05521472392638
CENTRO-OESTE,MT,SINOP,510790,4804120,202603,INSTITUTO DOIS PINHEIROS,INSTITUTO DOIS PINHEIROS,Municipal,HOSPITAL GERAL,HOSPITAL_FILANTRÓPICO,30,28,223780.0,4804120,2,93.33333333333333
CENTRO-OESTE,MT,SINOP,510790,6085423,202603,HOSPITAL REGIONAL JORGE DE ABREU,SECRETARIA ESTADUAL DE SAUDE DE MATO GROSSO,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,121,101,223780.0,6085423,20,83.47107438016529
CENTRO-OESTE,MT,SINOP,510790,8013977,202603,CENTRO HOSPITALAR SANTA MATILDE,CLINICA DE OLHOS SINOP LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,22,4,223780.0,8013977,18,18.181818181818183
CENTRO-OESTE,MT,SORRISO,510792,2795655,202603,HOSPITAL REGIONAL DE SORRISO,SECRETARIA ESTADUAL DE SAUDE DE MATO GROSSO,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,134,130,124665.0,2795655,4,97.01492537313433
CENTRO-OESTE,MT,SORRISO,510792,7210345,202603,HOSPITAL CANDIDO PORTINARI,HOSPITAL CANDIDO PORTINARI LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,5,4,124665.0,7210345,1,80.0
CENTRO-OESTE,MT,SORRISO,510792,7901127,202603,HOSPITAL MATERNIDADE 13 DE MAIO VILA ROMANA,HOSPITAL E MATERNIDADE 13 DE MAIO VILA ROMANA S A,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,67,35,124665.0,7901127,32,52.23880597014925
CENTRO-OESTE,MT,SORRISO,510792,7943733,202603,IGHASMAT,INSTITUTO DE GESTAO HOSPITALAR E ASSISTENCIA A SAUDE DO ESTA,Municipal,HOSPITAL GERAL,HOSPITAL_FILANTRÓPICO,100,90,124665.0,7943733,10,90.0
CENTRO-OESTE,MT,TABAPORA,510794,2392801,202603,HOSPITAL MUNICIPAL DE TABAPORA,PREFEITURA MUNICIPAL DE TABAPORA,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,14,14,9895.0,2392801,0,100.0
CENTRO-OESTE,MT,TANGARA DA SERRA,510795,2472139,202603,HOSPITAL DAS CLINICAS VIDA E SAUDE TANGARA DA SERRA,HOSPITAL DAS CLINICAS DE TANGARA DA SERRA LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,81,38,114603.0,2472139,43,46.913580246913575
CENTRO-OESTE,MT,TANGARA DA SERRA,510795,2472414,202603,HOSPITAL E MATERNIDADE SANTA ANGELA TANGARA DA SERRA,MEDICOS ASSOCIADOS SOCIEDADE MEDICA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,142,49,114603.0,2472414,93,34.50704225352113
CENTRO-OESTE,MT,TANGARA DA SERRA,510795,2767384,202603,HOSPITAL MUNICIPAL ARLETE DAISY CICHETTI DE BRITO,PREFEITURA MUNICIPAL DE TANGARA DA SERRA,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,91,81,114603.0,2767384,10,89.01098901098901
CENTRO-OESTE,MT,TANGARA DA SERRA,510795,5187419,202603,VIDA E SAUDE,SOCIEDADE MEDICA VIDA E SAUDE LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,10,0,114603.0,5187419,10,0.0
CENTRO-OESTE,MT,TANGARA DA SERRA,510795,5592879,202603,ASSOCIACAO FILANTROPICA DE SAUDE SANTA MARIA,ASSOCIACAO FILANTROPICA DE SAUDE SANTA MARIA TANGARA,Municipal,HOSPITAL GERAL,HOSPITAL_FILANTRÓPICO,65,0,114603.0,5592879,65,0.0
CENTRO-OESTE,MT,TAPURAH,510800,2398400,202603,HOSPITAL MUNICIPAL DE TAPURAH,PREFEITURA MUNICIPAL DE TAPURAH,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,15,15,15638.0,2398400,0,100.0
CENTRO-OESTE,MT,TERRA NOVA DO NORTE,510805,2391996,202603,HOSPITAL MUNICIPAL DE TERRA NOVA DO NORTE,PREFEITURA MUNICIPAL DE TERRA NOVA DO NORTE,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,29,29,10591.0,2391996,0,100.0
CENTRO-OESTE,MT,TESOURO,510810,2397501,202603,HOSPITAL E MATERNIDADE SAO LUCAS,PREFEITURA MUNICIPAL DE TESOURO,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,15,15,2935.0,2397501,0,100.0
CENTRO-OESTE,MT,TORIXOREU,510820,2395584,202603,HOSPITAL MUNICIPAL SAO JOAO BOSCO,FUNDO MUNICIPAL DE SAUDE F M S,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,27,27,4238.0,2395584,0,100.0
CENTRO-OESTE,MT,VARZEA GRANDE,510840,2390868,202603,HOSPITAL SANT ANA,LIV CENTRO MEDICO HOSPITALAR LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,33,33,318922.0,2390868,0,100.0
CENTRO-OESTE,MT,VARZEA GRANDE,510840,2391503,202603,HOSPITAL SANTA RITA,SOCIEDADE HOSPITALAR NOSSA SENHORA DA GUIA LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,35,0,318922.0,2391503,35,0.0
CENTRO-OESTE,MT,VARZEA GRANDE,510840,2391635,202603,HOSPITAL E PRONTO SOCORRO MUNICIPAL DE VARZEA GRANDE,PREFEITURA MUNICIPAL DE VARZEA GRANDE,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,308,308,318922.0,2391635,0,100.0
CENTRO-OESTE,MT,VARZEA GRANDE,510840,2928604,202603,MATERNIDADE DR FRANCISCO LUSTOSA DE FIGUEIREDO,PREFEITURA MUNICIPAL DE VARZEA GRANDE,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,26,26,318922.0,2928604,0,100.0
CENTRO-OESTE,MT,VARZEA GRANDE,510840,6853781,202603,METROPOLITANO HOSPITAL ESTADUAL LOUSITE FERREIRA DA SILVA,SECRETARIA ESTADUAL DE SAUDE DE MATO GROSSO,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,238,228,318922.0,6853781,10,95.7983193277311
CENTRO-OESTE,MT,VARZEA GRANDE,510840,9516255,202603,HOSPITAL SANTA RITA,HOSPITAL SANTA RITA VG LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,77,10,318922.0,9516255,67,12.987012987012985
CENTRO-OESTE,MT,VILA BELA DA SANTISSIMA TRINDADE,510550,2752603,202603,HOSPITAL EVANGELICO DE MATO GROSSO,MISSAO CRISTA BRASILEIRA,Dupla gestao,HOSPITAL GERAL,HOSPITAL_FILANTRÓPICO,61,55,17592.0,2752603,6,90.1639344262295
CENTRO-OESTE,MT,VILA RICA,510860,7914288,202603,HOSPITAL MUNICIPAL DE VILA RICA,PREFEITURA MUNICIPAL DE VILA RICA,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,21,21,19686.0,7914288,0,100.0
NORDESTE,AL,AGUA BRANCA,270010,2722364,202603,UNIDADE DRA QUITERIA BEZERRA DE MELO,SECRETARIA DE ESTADO DA SAUDE FES,Estadual,UNIDADE MISTA,HOSPITAL_PÚBLICO,25,25,19550.0,2722364,0,100.0
NORDESTE,AL,ANADIA,270020,2007967,202603,UNIDADE MISTA SENADOR RUI PALMEIRA,PREFEITURA MUNICIPAL DE ANADIA,Municipal,UNIDADE MISTA,HOSPITAL_PÚBLICO,25,25,14167.0,2007967,0,100.0
NORDESTE,AL,ARAPIRACA,270030,2005026,202603,H N SRA DE LTDA,CASA DE SAUDE E MAT N SRA DE FATIMA LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,132,105,243906.0,2005026,27,79.54545454545455
NORDESTE,AL,ARAPIRACA,270030,2005050,202603,HOSPITAL REGIONAL DE ARAPIRACA,ASSOCIACAO BENEFICENTE NOSSA SENHORA DO BOM CONSELHO,Municipal,HOSPITAL GERAL,HOSPITAL_FILANTRÓPICO,163,148,243906.0,2005050,15,90.79754601226993
NORDESTE,AL,ARAPIRACA,270030,2005123,202603,HOSPITAL PSIQUIATRICO TEODORA ALBUQUERQUE,ASSOCIACAO PISIQUIATRICA TEODORA ALBUQUERQUE,Municipal,HOSPITAL ESPECIALIZADO,HOSPITAL_FILANTRÓPICO,120,104,243906.0,2005123,16,86.66666666666667
NORDESTE,AL,ARAPIRACA,270030,2005417,202603,CHAMA,COMPLEXO HOSPITALAR MANOEL ANDRE LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,531,401,243906.0,2005417,130,75.51789077212806
NORDESTE,AL,ARAPIRACA,270030,3015408,202603,UNIDADE DE EMERGENCIA DR DANIEL HOULY,SECRETARIA DE ESTADO DA SAUDE FES,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,175,175,243906.0,3015408,0,100.0
NORDESTE,AL,ARAPIRACA,270030,4394445,202603,HOSPITAL NOSSA SENHORA DE FATIMA,INSTITUTO BRASILEIRO DE SAUDE E PESQUISA CIENTIFICA,Municipal,HOSPITAL GERAL,HOSPITAL_FILANTRÓPICO,81,74,243906.0,4394445,7,91.35802469135803
NORDESTE,AL,ARAPIRACA,270030,4584171,202603,HOSPITAL MEMORIAL AGAPE,HOSPITAL MEMORIAL AGAPE S A,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,50,0,243906.0,4584171,50,0.0
NORDESTE,AL,ATALAIA,270040,2008106,202603,HOSPITAL JOAO LIRA FILHO,PREFEITURA MUNICIPAL DE ATALAIA,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,25,25,38480.0,2008106,0,100.0
NORDESTE,AL,BATALHA,270070,2011689,202603,UNIDADE ANTONIO VIEIRA FILHO,SECRETARIA EXECUTIVA DE SAUDE,Municipal,UNIDADE MISTA,HOSPITAL_PÚBLICO,35,35,17103.0,2011689,0,100.0
NORDESTE,AL,BOCA DA MATA,270100,2009528,202603,HOSPITAL MUNICIPAL GILVAN RAPOSO TENORIO,PREFEITURA MUNICIPAL DE BOCA DA MATA,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,14,14,21479.0,2009528,0,100.0
NORDESTE,AL,CACIMBINHAS,270120,2719851,202603,CENTRO DE SAUDE DE PROF ZERBINICACIMBINHAS,PREFEITURA MUNICIPAL DE CACIMBINHAS,Municipal,UNIDADE MISTA,HOSPITAL_PÚBLICO,3,3,10705.0,2719851,0,100.0
NORDESTE,AL,CAJUEIRO,270130,2010380,202603,HOSPITAL MUNICIPAL DR AUGUSTO DIAS CARDOSO,PREFEITURA MUNICIPAL DE CAJUEIRO,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,27,27,16572.0,2010380,0,100.0
NORDESTE,AL,CAMPO ALEGRE,270140,2722410,202603,UNIDADE MISTA SENADOR ARNON DE MELO,PREFEITURA MUNICIPAL DE CAMPO ALEGRE,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,29,29,32558.0,2722410,0,100.0
NORDESTE,AL,CAPELA,270170,2719010,202603,HOSPITAL MUNICIPAL DR JOSE VANIO DE BARROS MORAIS,PREFEITURA MUNICIPAL DE CAPELA AL,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,50,50,15051.0,2719010,0,100.0
NORDESTE,AL,COLONIA LEOPOLDINA,270210,2003856,202603,UNIDADE MISTA MARIA LOUREIRO CAVALCANTE,PREFEITURA MUNICIPAL DE COLONIA LEOPOLDINA,Municipal,UNIDADE MISTA,HOSPITAL_PÚBLICO,33,33,15915.0,2003856,0,100.0
NORDESTE,AL,CORURIPE,270230,2010356,202603,CARVALHO BELTRAO SERVICOS DE SAUDE LTDA,CARVALHO BELTRAO SERVICOS DE SAUDE LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_FILANTRÓPICO,487,478,51784.0,2010356,9,98.15195071868584
NORDESTE,AL,CORURIPE,270230,3076709,202603,HOSPITAL DE OLHOS CORURIPE,TH HOSPITAL DE OLHOS DE PENEDO LTDA,Municipal,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,1,1,51784.0,3076709,0,100.0
NORDESTE,AL,CORURIPE,270230,7765738,202603,HOSPITAL SANTA INES,HOSPITAL SANTA INES LTDA EPP,Municipal,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,1,1,51784.0,7765738,0,100.0
NORDESTE,AL,CRAIBAS,270235,2003910,202603,CASA MATERNAL FREI DAMIAO,MUNICIPIO DE CRAIBAS,Municipal,UNIDADE MISTA,HOSPITAL_PÚBLICO,8,8,26144.0,2003910,0,100.0
NORDESTE,AL,DELMIRO GOUVEIA,270240,0806285,202603,HOSPITAL REGIONAL DO ALTO SERTAO,SECRETARIA DE ESTADO DA SAUDE,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,119,109,52845.0,0806285,10,91.59663865546219
NORDESTE,AL,FLEXEIRAS,270280,2010887,202603,2010887 UMS ELPIDIO CAVALCANTE DE ALBURQUERQUE,PREFEITURA MUNICIPAL DE FLEXEIRAS,Municipal,UNIDADE MISTA,HOSPITAL_PÚBLICO,15,15,9745.0,2010887,0,100.0
NORDESTE,AL,GIRAU DO PONCIANO,270290,4020278,202603,HOSPITAL JOSE ENOQUE DE BARROS,MUNICIPIO DE GIRAU DO PONCIANO,Municipal,UNIDADE MISTA,HOSPITAL_PÚBLICO,48,48,37337.0,4020278,0,100.0
NORDESTE,AL,IBATEGUARA,270300,6267238,202603,MATERNIDADE E PRONTO ATENDIMENTO MARIANO DE OLIVEIRA,PREFEITURA MUNICIPAL DE IBATEGUARA,Municipal,UNIDADE MISTA,HOSPITAL_PÚBLICO,3,3,13982.0,6267238,0,100.0
NORDESTE,AL,IGACI,270310,3028984,202603,UNIDADE DE SAUDE E MATERNIDADE SANTINA TDE ALBUQUERQUE,PREFEITURA MUNICIPAL DE IGACI,Municipal,UNIDADE MISTA,HOSPITAL_PÚBLICO,14,14,24445.0,3028984,0,100.0
NORDESTE,AL,JOAQUIM GOMES,270380,2009242,202603,HOSPITAL MUNICIPAL ANA ANITA GOMES FRAGOSO,PREFEITURA MUNICIPAL DE JOAQUIM GOMES,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,50,50,17342.0,2009242,0,100.0
NORDESTE,AL,JUNQUEIRO,270400,2722429,202603,HOSPITAL MUNICIPAL TEOFILO PEREIRA,PREFEITURA MUNICIPAL DE JUNQUEIRO,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,36,36,24382.0,2722429,0,100.0
NORDESTE,AL,LAGOA DA CANOA,270410,6621333,202603,UNIDADE MISTA NOSSA SENHORA DA CONCEICAO,MUNICIPIO DE LAGOA DA CANOA,Municipal,UNIDADE MISTA,HOSPITAL_PÚBLICO,3,3,18836.0,6621333,0,100.0
NORDESTE,AL,LIMOEIRO DE ANADIA,270420,2007401,202603,UNIDADE MISTA N S DAS DORES,UNIDADE MISTA N S DAS DORES,Municipal,UNIDADE MISTA,HOSPITAL_PÚBLICO,14,14,25184.0,2007401,0,100.0
NORDESTE,AL,MACEIO,270430,0026042,202603,CLINEM,CLINEM CLINICA DE ESPECILIDADES MEDICAS,Municipal,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,2,2,994952.0,0026042,0,100.0
NORDESTE,AL,MACEIO,270430,0136581,202603,HOSPITAL METROPOLITANO DE ALAGOAS,SECRETARIA DE ESTADO DA SAUDE,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,209,204,994952.0,0136581,5,97.60765550239235
NORDESTE,AL,MACEIO,270430,2003368,202603,HOSPITAL PORTUGAL RAMALHO,HOSPITAL PORTUGAL RAMALHO,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PÚBLICO,160,160,994952.0,2003368,0,100.0
NORDESTE,AL,MACEIO,270430,2006197,202603,HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES,MINISTERIO DA EDUCACAO,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,236,222,994952.0,2006197,14,94.0677966101695
NORDESTE,AL,MACEIO,270430,2006219,202603,MEDRADIUS,MEDRADIUS CLINICA DE MEDICINA NUCLEAR E RADIOLOGIA DE MACEIO,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,56,0,994952.0,2006219,56,0.0
NORDESTE,AL,MACEIO,270430,2006340,202603,CASA DE SAUDE SANTO ANTONIO,ORGANIZACAO MEDICO HOSPITALAR DE ALAGOAS ORGAMEDAL,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,102,97,994952.0,2006340,5,95.09803921568627
NORDESTE,AL,MACEIO,270430,2006359,202603,SANATORIO HOSPITAL GERAL,LIGA ALAGOANA CONTRA A TUBERCULOSE,Municipal,HOSPITAL GERAL,HOSPITAL_FILANTRÓPICO,178,158,994952.0,2006359,20,88.76404494382022
NORDESTE,AL,MACEIO,270430,2006413,202603,CASA DE SAUDE E CLINICA DE REPOUSO ULYSSES PERNAMBUCANO,ORGANIZACAO DE ASSISTENCIA NEURO PSIQUIATRICA ORGANEP LTDA,Municipal,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,200,160,994952.0,2006413,40,80.0
NORDESTE,AL,MACEIO,270430,2006448,202603,HOSPITAL VEREDAS,FUNDACAO HOSPITAL DA AGRO IND DE ACUCAR E DO ALCOOL DE AL,Municipal,HOSPITAL GERAL,HOSPITAL_FILANTRÓPICO,217,94,994952.0,2006448,123,43.31797235023041
NORDESTE,AL,MACEIO,270430,2006472,202603,HOSPITAL MEMORIAL ARTHUR RAMOS,HOSPITAL ESPERANCA SA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,172,1,994952.0,2006472,171,0.5813953488372093
NORDESTE,AL,MACEIO,270430,2006499,202603,INSTITUTO DA VISAO,INSTITUTO DA VISAO LTDA,Municipal,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,11,0,994952.0,2006499,11,0.0
NORDESTE,AL,MACEIO,270430,2006510,202603,HOSPITAL GERAL DO ESTADO DR OSVALDO BRANDAO VILELA,SECRETARIA DE ESTADO DA SAUDE,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,370,357,994952.0,2006510,13,96.48648648648648
NORDESTE,AL,MACEIO,270430,2006944,202603,HOSPITAL DE OLHOS SANTA LUZIA,HOSPITAL DE OLHOS SANTA LUZIA LTDA,Municipal,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,17,13,994952.0,2006944,4,76.47058823529412
NORDESTE,AL,MACEIO,270430,2006960,202603,HOSPITAL VIDA,HOSPITAL VIDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,71,14,994952.0,2006960,57,19.718309859154928
NORDESTE,AL,MACEIO,270430,2006979,202603,INSTITUTO DE OLHOS DE MACEIO,INSTITUTO DE OLHOS DE MACEIO SC LTDA,Municipal,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,5,5,994952.0,2006979,0,100.0
NORDESTE,AL,MACEIO,270430,2007037,202603,SANTA CASA DE MISERICORDIA DE MACEIO,SANTA CASA DE MISERICORDIA DE MACEIO,Municipal,HOSPITAL GERAL,HOSPITAL_FILANTRÓPICO,293,125,994952.0,2007037,168,42.66211604095563
NORDESTE,AL,MACEIO,270430,2009250,202603,MATERNIDADE ESCOLA SANTA MONICA,UNIVERSIDADE ESTADUAL DE CIENCIAS DA SAUDE DE ALAGOAS,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PÚBLICO,139,129,994952.0,2009250,10,92.80575539568345
NORDESTE,AL,MACEIO,270430,2720035,202603,HOSPITAL ESCOLA DR HELVIO AUTO,UNIVERSIDADE ESTADUAL DE CIENCIAS DA SAUDE DE ALAGOAS,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PÚBLICO,96,96,994952.0,2720035,0,100.0
NORDESTE,AL,MACEIO,270430,2868628,202603,HOSPITAL DA CRIANCA DE ALAGOAS,SECRETARIA DE ESTADO DE ALAGOAS,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PÚBLICO,62,52,994952.0,2868628,10,83.87096774193549
NORDESTE,AL,MACEIO,270430,3025330,202603,IOFAL,INSTITUTO OFTALMOLOGICO DE ALAGOAS LTDA,Municipal,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,8,0,994952.0,3025330,8,0.0
NORDESTE,AL,MACEIO,270430,3397874,202603,HOSPITAL DO CORACAO ALAGOANO PROF ADIB JATENE,SECRETARIA DE ESTASDO DA SAUDE,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PÚBLICO,91,91,994952.0,3397874,0,100.0
NORDESTE,AL,MACEIO,270430,3905764,202603,ORTOCLINICA,ORTOTRAUMA SERVICOS MEDICOS LTDA,Municipal,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,7,0,994952.0,3905764,7,0.0
NORDESTE,AL,MACEIO,270430,4412710,202603,HOSPITAL DA CIDADE,SECRETARIA MUNICIPAL DE SAUDE,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,161,151,994952.0,4412710,10,93.7888198757764
NORDESTE,AL,MACEIO,270430,5112583,202603,MEDRADIUS,MEDRADIUS CLINICA DE MEDICINA NUCLEAR E RADIOLOGIA DE MACEIO,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,45,0,994952.0,5112583,45,0.0
NORDESTE,AL,MACEIO,270430,5221102,202603,PEDIATRIA 24 HORAS,PEDIATRIA 24 HORAS S C LTDA,Municipal,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,7,0,994952.0,5221102,7,0.0
NORDESTE,AL,MACEIO,270430,5253381,202603,HOSPITAL UNIMED,UNIMED MACEIO COOPERATIVA DE TRABALHO MEDICO,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,100,0,994952.0,5253381,100,0.0
NORDESTE,AL,MACEIO,270430,6303153,202603,HOSPITAL NOSSA SENHORA DA GUIA,SANTA CASA DE MISERICORDIA DE MACEIO,Municipal,HOSPITAL GERAL,HOSPITAL_FILANTRÓPICO,80,80,994952.0,6303153,0,100.0
NORDESTE,AL,MACEIO,270430,6485960,202603,HOSPITAL MACEIO,HAPVIDA ASSISTENCIA MEDICA S A,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,29,0,994952.0,6485960,29,0.0
