regiao,uf,municipio,co_ibge,cnes,comp,nome_estabelecimento,razao_social,tipo_gestao,ds_tipo_unidade,desc_natureza_juridica,leitos_existentes,leitos_sus,populacao,id_estabelecimento,existentes_nao_sus,percentual_sus
CENTRO-OESTE,DF,BRASILIA,530010,0010456,202603,HOSPITAL DE BASE DO DISTRITO FEDERAL,HOSPITAL DE BASE DO DISTRITO FEDERAL,Estadual,HOSPITAL GERAL,HOSPITAL_FILANTRÓPICO,888,888,2996899.0,0010456,0,100.0
CENTRO-OESTE,DF,BRASILIA,530010,0010464,202603,HRAN,DISTRITO FEDERAL SECRETARIA DE SAUDE,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,353,320,2996899.0,0010464,33,90.6515580736544
CENTRO-OESTE,DF,BRASILIA,530010,0010472,202603,HRG,HOSPITAL REGIONAL DO GAMA,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,436,428,2996899.0,0010472,8,98.1651376146789
CENTRO-OESTE,DF,BRASILIA,530010,0010480,202603,HOSPITAL REGIONAL DE CEILANDIA,HOSPITAL REGIONAL DE CEILANDIA,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,555,533,2996899.0,0010480,22,96.03603603603604
CENTRO-OESTE,DF,BRASILIA,530010,0010499,202603,HRT HOSPITAL REGIONAL DE TAGUATINGA,HOSPITAL REGIONAL DE TAGUATINGA,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,462,435,2996899.0,0010499,27,94.15584415584416
CENTRO-OESTE,DF,BRASILIA,530010,0010502,202603,HRS,HOSPITAL REGIONAL DE SOBRADINHO,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,271,239,2996899.0,0010502,32,88.19188191881919
CENTRO-OESTE,DF,BRASILIA,530010,0010510,202603,HOSPITAL UNIVERSITARIO DE BRASILIA,FUNDACAO UNIVERSIDADE DE BRASILIA,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,231,217,2996899.0,0010510,14,93.93939393939394
CENTRO-OESTE,DF,BRASILIA,530010,0010529,202603,HRPL,HOSPITAL REGIONAL DE PLANALTINA,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,142,136,2996899.0,0010529,6,95.77464788732394
CENTRO-OESTE,DF,BRASILIA,530010,0010537,202603,HOSPITAL MATERNO INFANTIL DR ANTONIO LISBOA,HOSPITAL MATERNO INFANTIL DR ANTONIO LISBOA,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,268,247,2996899.0,0010537,21,92.16417910447761
CENTRO-OESTE,DF,BRASILIA,530010,0010545,202603,HRBZ,HOSPITAL REGIONAL DE BRAZLANDIA,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,90,84,2996899.0,0010545,6,93.33333333333333
CENTRO-OESTE,DF,BRASILIA,530010,0010561,202603,HFA,HOSPITAL DAS FORCAS ARMADAS,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,75,0,2996899.0,0010561,75,0.0
CENTRO-OESTE,DF,BRASILIA,530010,0010618,202603,HOSPITAL SAO VICENTE DE PAULO HSVP,HOSPITAL SAO VICENTE DE PAULO HSVP,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PÚBLICO,83,83,2996899.0,0010618,0,100.0
CENTRO-OESTE,DF,BRASILIA,530010,0049867,202603,HOSPITAL AGUAS CLARAS,IMPAR SERVICOS HOSPITALARES,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,260,0,2996899.0,0049867,260,0.0
CENTRO-OESTE,DF,BRASILIA,530010,0185256,202603,HOSPITAL SANTA LUCIA TAGUATINGA,HOSPITAL SANTA LUCIA S A,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,24,0,2996899.0,0185256,24,0.0
CENTRO-OESTE,DF,BRASILIA,530010,0552216,202603,TOTAL HEALTH BRASIL SAUDE E PARTICIPACOES,TOTAL HEALTH BRASIL SAUDE E PARTICIPACOES LTDA,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,18,0,2996899.0,0552216,18,0.0
CENTRO-OESTE,DF,BRASILIA,530010,0735078,202603,VERSE IN VERSE DIA,VERSE CLINICA DE SAUDE MENTAL LTDA,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,195,0,2996899.0,0735078,195,0.0
CENTRO-OESTE,DF,BRASILIA,530010,0797146,202603,HOSPITAL BRASILIENSE,HAPVIDA ASSISTENCIA MEDICA S A,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,66,0,2996899.0,0797146,66,0.0
CENTRO-OESTE,DF,BRASILIA,530010,2645157,202603,HRL,HOSPITAL DA REGIAO LESTE,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,246,246,2996899.0,2645157,0,100.0
CENTRO-OESTE,DF,BRASILIA,530010,2649497,202603,HOSPITAL SANTA MARTA,HOSPITAL SANTA MARTA LTDA,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,232,40,2996899.0,2649497,192,17.24137931034483
CENTRO-OESTE,DF,BRASILIA,530010,2649527,202603,HOSPITAL DE APOIO DE BRASILIA HAB,HOSPITAL DE APOIO DE BRASILIA HAB,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PÚBLICO,58,58,2996899.0,2649527,0,100.0
CENTRO-OESTE,DF,BRASILIA,530010,2672197,202603,HRSAM HOSPITAL REGIONAL DE SAMAMBAIA,HOSPITAL REGIONAL DE SAMAMBAIA,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,155,148,2996899.0,2672197,7,95.48387096774194
CENTRO-OESTE,DF,BRASILIA,530010,2673916,202603,SARAH BRASILIA,ASSOCIACAO DAS PIONEIRAS SOCIAIS,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_FILANTRÓPICO,250,250,2996899.0,2673916,0,100.0
CENTRO-OESTE,DF,BRASILIA,530010,2779366,202603,OFTALMED,NUCLEO DE DIAGNOSE E MICROCIRURGIA OCULAR DE BRASILIA LTDA,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,28,14,2996899.0,2779366,14,50.0
CENTRO-OESTE,DF,BRASILIA,530010,2814897,202603,HOSPITAL REGIONAL DO GUARA I,DISTRITO FEDERAL SECRETARIA DE SAUDE,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,58,58,2996899.0,2814897,0,100.0
CENTRO-OESTE,DF,BRASILIA,530010,2815966,202603,HOSPITAL SANTA LUCIA,HOSPITAL SANTA LUCIA SA,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,385,15,2996899.0,2815966,370,3.896103896103896
CENTRO-OESTE,DF,BRASILIA,530010,2866161,202603,HOSPITAL MANTEVIDA TAGUATINGA,MANTEVIDA SERVICOS HOSPITALARES LTDA,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,74,13,2996899.0,2866161,61,17.56756756756757
CENTRO-OESTE,DF,BRASILIA,530010,3000974,202603,CAU HOSPITAL UROLOGICO DE BRASILIA,HOSPITAL UROLOGICO DE BRASILIA LTDA,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,12,0,2996899.0,3000974,12,0.0
CENTRO-OESTE,DF,BRASILIA,530010,3005402,202603,HOSPITAL SANTA LUZIA,REDE DOR SAO LUIZ S A,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,157,0,2996899.0,3005402,157,0.0
CENTRO-OESTE,DF,BRASILIA,530010,3013162,202603,HOSPITAL MARIA AUXILIADORA,HOSPITAL MARIA AUXILIADORA S A,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,181,21,2996899.0,3013162,160,11.602209944751381
CENTRO-OESTE,DF,BRASILIA,530010,3018520,202603,HOSPITAL ANCHIETA CEILANDIA,SERVICOS HOSPITALARES YUGE S A,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,122,25,2996899.0,3018520,97,20.491803278688526
CENTRO-OESTE,DF,BRASILIA,530010,3019608,202603,HOSPITAL SANTA HELENA,REDE DOR SAO LUIZ S A,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,208,0,2996899.0,3019608,208,0.0
CENTRO-OESTE,DF,BRASILIA,530010,3019616,202603,PRONTONORTE,HOSPITAL PRONTONORTE S A,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,209,0,2996899.0,3019616,209,0.0
CENTRO-OESTE,DF,BRASILIA,530010,3025020,202603,PRONTO SOCORRO DE FRATURAS,HOSPITAL DAS CLINICAS E PRONTO SOCORRO DE FRATURAS DA CEILAN,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,60,30,2996899.0,3025020,30,50.0
CENTRO-OESTE,DF,BRASILIA,530010,3030121,202603,HOSPITAL ANCHIETA,HOSPITAL ANCHIETA S A,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,293,1,2996899.0,3030121,292,0.3412969283276451
CENTRO-OESTE,DF,BRASILIA,530010,3048551,202603,HOSPITAL BRASILIA,IMPAR SERVICOS HOSPITALARES S A,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,369,0,2996899.0,3048551,369,0.0
CENTRO-OESTE,DF,BRASILIA,530010,3055450,202603,CBV,CBV CENTRO BRASILEIRO DA VISAO SA,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,13,7,2996899.0,3055450,6,53.84615384615385
CENTRO-OESTE,DF,BRASILIA,530010,3276678,202603,INSTITUTO DE CARDIOLOGIA E TRANSPLANTES DO DISTRITO FEDERAL,FUNDACAO UNIVERSITARIA DE CARDIOLOGIA,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_FILANTRÓPICO,126,113,2996899.0,3276678,13,89.68253968253968
CENTRO-OESTE,DF,BRASILIA,530010,3281108,202603,CLINICA AMMA,CENTRO CLINICO AMMA LTDA,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,8,0,2996899.0,3281108,8,0.0
CENTRO-OESTE,DF,BRASILIA,530010,3839206,202603,DF CARE LAGO SUL,DF CARE HOSPITAL DE ESPECIALIDADES CRONICAS LTDA,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,26,0,2996899.0,3839206,26,0.0
CENTRO-OESTE,DF,BRASILIA,530010,4390601,202603,CLINICA RECANTO,INSTITUTO DE PSIQUIATRIA E ORIENTACAO PSICOSSOCIAL LTDA,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,56,0,2996899.0,4390601,56,0.0
CENTRO-OESTE,DF,BRASILIA,530010,4459776,202603,PLACI BRASILIA,HOSPITAL PLACI BRASILIA LTDA,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,88,0,2996899.0,4459776,88,0.0
CENTRO-OESTE,DF,BRASILIA,530010,5027438,202603,HOSPITAL DO CORACAO DO BRASIL,REDE DOR SAO LUIZ S A,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,55,0,2996899.0,5027438,55,0.0
CENTRO-OESTE,DF,BRASILIA,530010,5085047,202603,ICL,INSTITUTO DE CIRURGIA DO LAGO LTDA,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,16,0,2996899.0,5085047,16,0.0
CENTRO-OESTE,DF,BRASILIA,530010,5717515,202603,HRSM,HOSPITAL REGIONAL DE SANTA MARIA,Estadual,HOSPITAL GERAL,HOSPITAL_FILANTRÓPICO,521,521,2996899.0,5717515,0,100.0
CENTRO-OESTE,DF,BRASILIA,530010,5796423,202603,INSONO,INSONO INSTITUTO DO SONO DE BRASILIA EIRELI,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,4,0,2996899.0,5796423,4,0.0
CENTRO-OESTE,DF,BRASILIA,530010,5927579,202603,HOSPITAL DE FORCA AEREA DE BRASILIA HFAB,COMANDO DA AERONAUTICA,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,26,0,2996899.0,5927579,26,0.0
CENTRO-OESTE,DF,BRASILIA,530010,6243495,202603,HOME HOSPITAL ORTOPEDICO E MEDICINA ESPECIALIZADA,HOME HOSPITAL ORTOPEDICO E MEDICINA ESPECIALIZADA,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,123,48,2996899.0,6243495,75,39.02439024390244
CENTRO-OESTE,DF,BRASILIA,530010,6362729,202603,HOSPITAL NAVAL DE BRASILIA,COMANDO DA MARINHA,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,11,0,2996899.0,6362729,11,0.0
CENTRO-OESTE,DF,BRASILIA,530010,6730914,202603,HOSPITAL SAO MATEUS,HOSPITAL SAO MATEUS,Estadual,HOSPITAL GERAL,HOSPITAL_FILANTRÓPICO,60,29,2996899.0,6730914,31,48.333333333333336
CENTRO-OESTE,DF,BRASILIA,530010,6876617,202603,HOSPITAL DA CRIANCA DE BRASILIA JOSE ALENCAR HCB,HOSPITAL DA CRIANCA DE BRASILIA JOSE ALENCAR,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PÚBLICO,222,220,2996899.0,6876617,2,99.09909909909909
CENTRO-OESTE,DF,BRASILIA,530010,6921434,202603,HOSPITAL ALVORADA DE BRASILIA,ESHO EMPRESA DE SERVICOS HOSPITALARES S A,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,97,0,2996899.0,6921434,97,0.0
CENTRO-OESTE,DF,BRASILIA,530010,7161158,202603,HMAB,HOSPITAL MILITAR DE AREA DE BRASILIA,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,17,0,2996899.0,7161158,17,0.0
CENTRO-OESTE,DF,BRASILIA,530010,7242441,202603,RM CLINICA DE REABILITACAO,RM CLINICA DE REABILITACAO LTDA EPP,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,50,0,2996899.0,7242441,50,0.0
CENTRO-OESTE,DF,BRASILIA,530010,7344538,202603,ESTANCIA RESILIENCIA,CENTRO DE REABILITACAO PSICOSSOCIAL ESTANCIA RESILIENCIA LTD,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,115,0,2996899.0,7344538,115,0.0
CENTRO-OESTE,DF,BRASILIA,530010,7875274,202603,VITAL CARE,VITAL CARE SERVICOS DE SAUDE LTDA,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,50,0,2996899.0,7875274,50,0.0
CENTRO-OESTE,DF,BRASILIA,530010,7907958,202603,SER CLINICA DE SAUDE MENTAL CLINICA SER,SER CLINICA DE ATENCAO INTERDISCIPLINAR EM SAUDE MENTAL LTDA,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,112,0,2996899.0,7907958,112,0.0
CENTRO-OESTE,DF,BRASILIA,530010,7978642,202603,HOSPITAL DAHER LAGO SUL SA,HOSPITAL LAGO SUL S A,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,180,81,2996899.0,7978642,99,45.0
CENTRO-OESTE,DF,BRASILIA,530010,7981457,202603,MATERNIDADE BRASILIA,IMPAR SERVICOS HOSPITALARES S A,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,155,0,2996899.0,7981457,155,0.0
CENTRO-OESTE,DF,BRASILIA,530010,9040021,202603,DOMED,DOMED PRODUTOS E SERVICOS DE SAUDE LTDA,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,89,74,2996899.0,9040021,15,83.14606741573034
CENTRO-OESTE,DF,BRASILIA,530010,9307524,202603,CLINICA CRESCER HUMANIZADA EM PSIQUIATRIA,CLINICA CRESCER HUMANIZADA EM PSIQUIATRIA LTDA,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,215,0,2996899.0,9307524,215,0.0
CENTRO-OESTE,DF,BRASILIA,530010,9408207,202603,SYNERGIA HOSPITAL PSIQUIATRICO HUMANA,SYNERGIA HUMANA LTDA,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,65,0,2996899.0,9408207,65,0.0
CENTRO-OESTE,DF,BRASILIA,530010,9551948,202603,HOSPITAL MANTEVIDA ASA NORTE,MANTEVIDA SERVICOS HOSPITALARES LTDA,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,60,0,2996899.0,9551948,60,0.0
CENTRO-OESTE,DF,BRASILIA,530010,9710248,202603,HJB HOSPITAL,HOSPITAL HUEB LTDA,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,13,12,2996899.0,9710248,1,92.3076923076923
CENTRO-OESTE,DF,BRASILIA,530010,9727353,202603,DF STAR,HOSPITAIS INTEGRADOS DA GAVEA S A,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,135,0,2996899.0,9727353,135,0.0
CENTRO-OESTE,DF,BRASILIA,530010,9748202,202603,UNIDADE BRASILIA IV,SOCIEDADE BENEFICENTE DE SENHORAS HOSPITAL SIRIO LIBANES,Estadual,HOSPITAL GERAL,HOSPITAL_FILANTRÓPICO,106,1,2996899.0,9748202,105,0.9433962264150944
CENTRO-OESTE,DF,BRASILIA,530010,9914234,202603,HOSPITAL DA PLASTICA DE BRASILIA,HOSPITAL DA PLASTICA DF LTDA ME,Estadual,HOSPITAL GERAL,HOSPITAL_PRIVADO,13,0,2996899.0,9914234,13,0.0
CENTRO-OESTE,GO,ABADIANIA,520010,9331603,202603,UNIDADE 24 HORAS,PREFEITURA MUNICIPAL DE ABADIANIA,Municipal,UNIDADE MISTA,HOSPITAL_PÚBLICO,9,9,17738.0,9331603,0,100.0
CENTRO-OESTE,GO,ACREUNA,520013,2437570,202603,HOSPITAL PUBLICO MUNICIPAL ROSULINO CAMPOS B DE MINAS,MUNICIPIO DE ACREUNA,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,30,28,22079.0,2437570,2,93.33333333333333
CENTRO-OESTE,GO,ACREUNA,520013,2571080,202603,HOSPITAL EVANGELICO DE ACREUNA,MENEZES E MENEZES FILHO LTDA ME,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,30,0,22079.0,2571080,30,0.0
CENTRO-OESTE,GO,ADELANDIA,520015,4413075,202603,HOSPITAL MUNICIPAL ERICH SCHREINER ADELANDIA,PREFEITURA MUNICIPAL DE ADELANDIA,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,15,15,2282.0,4413075,0,100.0
CENTRO-OESTE,GO,AGUA FRIA DE GOIAS,520017,2361507,202603,UNIDADE MISTA HOSPITALAR DE AGUA FRIA DE GOIAS,PREFEITURA MUNICIPAL DE AGUA FRIA DE GOIAS,Municipal,UNIDADE MISTA,HOSPITAL_PÚBLICO,10,10,4979.0,2361507,0,100.0
CENTRO-OESTE,GO,AGUAS LINDAS DE GOIAS,520025,0431451,202603,UPA III 24H MANSOES ODISSEIA,PREFEITURA MUNICIPAL DE AGUAS LINDAS DE GOIAS,Municipal,PRONTO SOCORRO GERAL,HOSPITAL_PÚBLICO,3,3,245352.0,0431451,0,100.0
CENTRO-OESTE,GO,AGUAS LINDAS DE GOIAS,520025,4670906,202603,HOSPITAL ESTADUAL DE AGUAS LINDAS RONALDO RAMOS CAIADO FILHO,SECRETARIA DE ESTADO DA SAUDE,Estadual,HOSPITAL GERAL,HOSPITAL_PÚBLICO,136,88,245352.0,4670906,48,64.70588235294117
CENTRO-OESTE,GO,ALEXANIA,520030,2762544,202603,HOSPITAL MUNICIPAL DE ALEXANIA,MUNICIPIO DE ALEXANIA,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,35,35,28244.0,2762544,0,100.0
CENTRO-OESTE,GO,ALOANDIA,520050,2343509,202603,HOSPITAL MUNICIPAL ATANAZIO FERREIRA DA CUNHA,MUNICIPIO DE ALOANDIA,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,14,14,1977.0,2343509,0,100.0
CENTRO-OESTE,GO,ALTO HORIZONTE,520055,0609773,202603,HOSPITAL MUNICIPAL DE ALTO HORIZONTE,FUNDO MUNICIPAL DA SAUDE,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,24,24,6487.0,0609773,0,100.0
CENTRO-OESTE,GO,ALTO PARAISO DE GOIAS,520060,2342073,202603,HOSPITAL MUNICIPAL GUMERCINDO BARBOSA,FUNDO MUNICIPAL DE SAUDE ALTO PARAISO DE GOIAS,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,6,6,11182.0,2342073,0,100.0
CENTRO-OESTE,GO,ALVORADA DO NORTE,520080,2534916,202603,HOSPITAL MUNICIPAL DE ALVORADA DO NORTE,PREFEITURA MUNICIPAL DE ALVORADA DO NORTE,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,32,32,8619.0,2534916,0,100.0
CENTRO-OESTE,GO,AMERICANO DO BRASIL,520085,2336758,202603,HOSPITAL MUNICIPAL SAO PAULO,PREFEITURA MUNICIPAL DE AMERICANO DO BRASIL,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,17,17,5260.0,2336758,0,100.0
CENTRO-OESTE,GO,AMORINOPOLIS,520090,2381974,202603,HOSPITAL MUNICIPAL LUIS CARLOS SEVERIANO,MUNICIPIO DE AMORINOPOLIS,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,11,11,2906.0,2381974,0,100.0
CENTRO-OESTE,GO,ANAPOLIS,520110,0616036,202603,HOSPITAL ALFREDO ABRAHAO,MUNICIPIO DE ANAPOLIS,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,62,62,420300.0,0616036,0,100.0
CENTRO-OESTE,GO,ANAPOLIS,520110,2361779,202603,INSTITUTO DE MEDICINA DO COMPORTAMENTO EURIPEDES BARSANULFO,INSTITUTO DE MEDICINA DO COMPORTAMENTO EURIPEDES BARSANULFO,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_FILANTRÓPICO,160,100,420300.0,2361779,60,62.5
CENTRO-OESTE,GO,ANAPOLIS,520110,2361787,202603,SANTA CASA DE MISERICORDIA DE ANAPOLIS,FUNDACAO DE ASSISTENCIA SOCIAL DE ANAPOLIS,Municipal,HOSPITAL GERAL,HOSPITAL_FILANTRÓPICO,147,114,420300.0,2361787,33,77.55102040816327
CENTRO-OESTE,GO,ANAPOLIS,520110,2441675,202603,MATERNIDADE DR ADALBERTO PEREIRA DA SILVA ANAPOLIS,MATERNIDADE DR ADALBERTO PEREIRA DA SILVA,Municipal,HOSPITAL ESPECIALIZADO,HOSPITAL_FILANTRÓPICO,30,25,420300.0,2441675,5,83.33333333333334
CENTRO-OESTE,GO,ANAPOLIS,520110,2442108,202603,HOSPITAL EVANGELICO GOIANO SA,FUNDACAO JAMES FANSTONE,Municipal,HOSPITAL GERAL,HOSPITAL_FILANTRÓPICO,103,41,420300.0,2442108,62,39.80582524271845
CENTRO-OESTE,GO,ANAPOLIS,520110,2535262,202603,HOSPITAL DE QUEIMADURAS ANAPOLIS,HOSPITAL DE QUEIMADURAS LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,34,0,420300.0,2535262,34,0.0
CENTRO-OESTE,GO,ANAPOLIS,520110,3771962,202603,HOSPITAL ESTADUAL DE ANAPOLIS DR HENRIQUE SANTILLO HEANA,SECRETARIA DE ESTADO DA SAUDE,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PÚBLICO,137,126,420300.0,3771962,11,91.97080291970804
CENTRO-OESTE,GO,ANAPOLIS,520110,4382188,202603,VIVA BEM,VIVA BEM CENTRO DE REABILITACAO LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,8,0,420300.0,4382188,8,0.0
CENTRO-OESTE,GO,ANAPOLIS,520110,4701674,202603,HOSPITAL MUNICIPAL GEORGES HAJJAR,MUNICIPIO DE ANAPOLIS,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,68,68,420300.0,4701674,0,100.0
CENTRO-OESTE,GO,ANAPOLIS,520110,5665221,202603,HEG,ASSOCIACAO HOSPITAL EVANGELICO GOIANO,Municipal,HOSPITAL GERAL,HOSPITAL_FILANTRÓPICO,103,0,420300.0,5665221,103,0.0
CENTRO-OESTE,GO,ANAPOLIS,520110,7299125,202603,BASE AEREA DE ANAPOLIS BAAN,COMANDO DA AERONAUTICA,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,16,0,420300.0,7299125,16,0.0
CENTRO-OESTE,GO,ANAPOLIS,520110,9160124,202603,ANIMA,ANIMA CENTRO HOSPITALAR LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,165,0,420300.0,9160124,165,0.0
CENTRO-OESTE,GO,ANAPOLIS,520110,9852913,202603,CLINICA TERAPEUTICA VIRTUDE,RECANTO REVIVER CENTRO PSICOSSOCIAL LTDA,Municipal,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,6,0,420300.0,9852913,6,0.0
CENTRO-OESTE,GO,ANAPOLIS,520110,9858741,202603,UPA DR LINEU GONZAGA JAIME,MUNICIPIO DE ANAPOLIS,Municipal,PRONTO SOCORRO ESPECIALIZADO,HOSPITAL_PÚBLICO,30,30,420300.0,9858741,0,100.0
CENTRO-OESTE,GO,ANICUNS,520130,2443139,202603,HOSPITAL MUNICIPAL DE ANICUNS,PREFEITURA MUNICIPAL DE ANICUNS,Municipal,HOSPITAL GERAL,HOSPITAL_PÚBLICO,21,21,18306.0,2443139,0,100.0
CENTRO-OESTE,GO,APARECIDA DE GOIANIA,520140,2589532,202603,CLINICA SANTA MONICA,CLINICA SANTA MONICA LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,172,111,556021.0,2589532,61,64.53488372093024
CENTRO-OESTE,GO,APARECIDA DE GOIANIA,520140,2589605,202603,HOSPITAL SAO SILVESTRE,HOSPITAL SAO SILVESTRE LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,98,81,556021.0,2589605,17,82.6530612244898
CENTRO-OESTE,GO,APARECIDA DE GOIANIA,520140,2589672,202603,PAX CLINICA PSIQUIATRICA,PAX CLINICA PSIQUIATRICA LTDA,Municipal,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,200,160,556021.0,2589672,40,80.0
CENTRO-OESTE,GO,APARECIDA DE GOIANIA,520140,2589737,202603,HOSPITAL GARAVELO,ORGANIZACAO HOSPITAL GARAVELO LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,200,151,556021.0,2589737,49,75.5
CENTRO-OESTE,GO,APARECIDA DE GOIANIA,520140,2589761,202603,HOSPITAL SAO BERNARDO,HOSPITAL ENCORE LTDA,Municipal,HOSPITAL GERAL,HOSPITAL_PRIVADO,49,2,556021.0,2589761,47,4.081632653061225
CENTRO-OESTE,GO,APARECIDA DE GOIANIA,520140,3225143,202603,HOSPITAL DE OLHOS DE APARECIDA,HOSPITAL DE OLHOS DE APARECIDA DE GOIANIA LTDA,Municipal,HOSPITAL ESPECIALIZADO,HOSPITAL_PRIVADO,12,10,556021.0,3225143,2,83.33333333333334
CENTRO-OESTE,GO,APARECIDA DE GOIANIA,520140,4520971,202603,MATERNIDADE MUNICIPAL MARIA DA CRUZ GOMES SANTANA,SECRETARIA MUNICIPAL DE SAUDE DE APARECIDA DE GOIANIA,Municipal,HOSPITAL ESPECIALIZADO,HOSPITAL_PÚBLICO,50,50,556021.0,4520971,0,100.0
CENTRO-OESTE,GO,APARECIDA DE GOIANIA,520140,5419662,202603,HOSPITAL ESTAD DE APARECIDA DE GOIANIA CAIRO LOUZADA HEAPA,SECRETARIA DE ESTADO DA SAUDE,Estadual,HOSPITAL ESPECIALIZADO,HOSPITAL_PÚBLICO,88,88,556021.0,5419662,0,100.0
